nom_estab,codigo_act,nombre_act,per_ocu,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,latitud,longitud,fecha_alta
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66470,19,NUEVO LEON,46,San NicolÃ¡s de los Garza,1,San NicolÃ¡s de los Garza,25.73125673,-100.2418548,2019-11
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64460,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.6918794,-100.34481,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66210,19,NUEVO LEON,19,San Pedro Garza GarcÃ­a,1,San Pedro Garza GarcÃ­a,25.67964088,-100.4170774,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,6 a 10 personas,64000,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.68070193,-100.3155406,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64460,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.70272578,-100.3383127,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64190,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.72110176,-100.341646,2014-12
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64560,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.68697179,-100.2777753,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64560,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.68562726,-100.284256,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,,19,NUEVO LEON,39,Monterrey,1,Monterrey,10.25839375,-124.4455263,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64040,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.67701367,-100.3382002,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64740,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.64344912,-100.2996413,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64000,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.68473975,-100.3285476,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64000,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.68372447,-100.3186365,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64070,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.66972029,-100.3299913,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64000,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.67220297,-100.3209235,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64000,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.66922992,-100.3197839,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64000,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.67482186,-100.3261179,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,6 a 10 personas,64000,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.67473825,-100.3253809,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64000,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.67191272,-100.3273722,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64000,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.67841031,-100.326302,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64620,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.6949043,-100.3567647,2014-12
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64100,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.67825296,-100.3249111,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64000,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.67573972,-100.3028224,2019-11
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64000,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.67978703,-100.2991775,2019-11
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64988,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.5889524,-100.2583612,2019-11
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,67110,19,NUEVO LEON,26,Guadalupe,1,Guadalupe,25.70802897,-100.209135,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,67110,19,NUEVO LEON,26,Guadalupe,1,Guadalupe,25.70963011,-100.2090462,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,67100,19,NUEVO LEON,26,Guadalupe,1,Guadalupe,25.67662064,-100.2556495,2019-11
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,67190,19,NUEVO LEON,26,Guadalupe,1,Guadalupe,25.661845,-100.190324,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66230,19,NUEVO LEON,19,San Pedro Garza GarcÃ­a,1,San Pedro Garza GarcÃ­a,25.66482436,-100.4044873,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64830,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.65232796,-100.2814154,2019-11
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64460,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.6963638,-100.3448667,2019-11
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64460,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.68943907,-100.3469214,2019-11
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66460,19,NUEVO LEON,46,San NicolÃ¡s de los Garza,1,San NicolÃ¡s de los Garza,25.74359811,-100.2895011,2019-11
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64610,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.69788887,-100.3593287,2014-12
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,67250,19,NUEVO LEON,31,JuÃ¡rez,1,Ciudad Benito JuÃ¡rez,25.64583651,-100.091756,2014-12
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66400,19,NUEVO LEON,46,San NicolÃ¡s de los Garza,1,San NicolÃ¡s de los Garza,25.75586212,-100.2912102,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66400,19,NUEVO LEON,46,San NicolÃ¡s de los Garza,1,San NicolÃ¡s de los Garza,25.75521451,-100.293348,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66438,19,NUEVO LEON,46,San NicolÃ¡s de los Garza,1,San NicolÃ¡s de los Garza,25.75531307,-100.2664979,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66400,19,NUEVO LEON,46,San NicolÃ¡s de los Garza,1,San NicolÃ¡s de los Garza,25.75517833,-100.2934867,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,67100,19,NUEVO LEON,26,Guadalupe,1,Guadalupe,25.67965672,-100.2541809,2019-11
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66145,19,NUEVO LEON,48,Santa Catarina,1,Ciudad Santa Catarina,25.68080088,-100.4212373,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64833,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.64813361,-100.2848949,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66100,19,NUEVO LEON,48,Santa Catarina,1,Ciudad Santa Catarina,25.66946524,-100.4243088,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64370,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.71706054,-100.3686179,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64040,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.67465417,-100.3366279,2014-12
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64230,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.74283715,-100.3511527,2014-12
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64700,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.65250055,-100.2948922,2014-12
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64480,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.69454168,-100.3293641,2014-12
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64030,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.6815244,-100.3487022,2014-12
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64140,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.7380151,-100.3511977,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64140,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.74137388,-100.3545926,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66350,19,NUEVO LEON,48,Santa Catarina,1,Ciudad Santa Catarina,25.67389308,-100.4640531,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66220,19,NUEVO LEON,19,San Pedro Garza GarcÃ­a,1,San Pedro Garza GarcÃ­a,25.66218352,-100.36823,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66050,19,NUEVO LEON,21,General Escobedo,1,Ciudad General Escobedo,25.80157276,-100.3073349,2019-11
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66219,19,NUEVO LEON,19,San Pedro Garza GarcÃ­a,1,San Pedro Garza GarcÃ­a,25.68178638,-100.4115451,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66450,19,NUEVO LEON,46,San NicolÃ¡s de los Garza,1,San NicolÃ¡s de los Garza,25.74115626,-100.3125482,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66450,19,NUEVO LEON,46,San NicolÃ¡s de los Garza,1,San NicolÃ¡s de los Garza,25.74614814,-100.3031523,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66490,19,NUEVO LEON,46,San NicolÃ¡s de los Garza,1,San NicolÃ¡s de los Garza,25.70321081,-100.2658337,2019-11
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66490,19,NUEVO LEON,46,San NicolÃ¡s de los Garza,1,San NicolÃ¡s de los Garza,25.71754659,-100.2652199,2019-11
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66490,19,NUEVO LEON,46,San NicolÃ¡s de los Garza,1,San NicolÃ¡s de los Garza,25.72340852,-100.2567283,2019-11
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66050,19,NUEVO LEON,21,General Escobedo,1,Ciudad General Escobedo,25.79130988,-100.3184345,2014-12
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66220,19,NUEVO LEON,19,San Pedro Garza GarcÃ­a,1,San Pedro Garza GarcÃ­a,25.66717031,-100.3684705,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66220,19,NUEVO LEON,19,San Pedro Garza GarcÃ­a,1,San Pedro Garza GarcÃ­a,25.65466647,-100.3715701,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64620,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.69437489,-100.3555981,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64530,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.70108562,-100.2838853,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64530,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.70069853,-100.2832814,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64000,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.67000542,-100.3031177,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64560,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.68942937,-100.2780646,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64290,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.70842655,-100.326217,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64988,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.58947541,-100.2475591,2014-12
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64530,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.70342109,-100.2862137,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66460,19,NUEVO LEON,46,San NicolÃ¡s de los Garza,1,San NicolÃ¡s de los Garza,25.74044267,-100.281749,2010-07
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66220,19,NUEVO LEON,19,San Pedro Garza GarcÃ­a,1,San Pedro Garza GarcÃ­a,25.65931894,-100.3614109,2014-12
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66220,19,NUEVO LEON,19,San Pedro Garza GarcÃ­a,1,San Pedro Garza GarcÃ­a,25.66314869,-100.3705507,2014-12
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66220,19,NUEVO LEON,19,San Pedro Garza GarcÃ­a,1,San Pedro Garza GarcÃ­a,25.66717969,-100.368469,2014-12
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66220,19,NUEVO LEON,19,San Pedro Garza GarcÃ­a,1,San Pedro Garza GarcÃ­a,25.65451151,-100.3825309,2014-12
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66250,19,NUEVO LEON,19,San Pedro Garza GarcÃ­a,1,San Pedro Garza GarcÃ­a,25.65113932,-100.374459,2014-12
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66220,19,NUEVO LEON,19,San Pedro Garza GarcÃ­a,1,San Pedro Garza GarcÃ­a,25.65303312,-100.3610332,2014-12
CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64460,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.69111602,-100.3389446,2019-11
CONSULTORIO DENTAL ALMAGER,621211,Consultorios dentales del sector privado,0 a 5 personas,67700,19,NUEVO LEON,33,Linares,1,Linares,24.86239482,-99.56720352,2019-11
CONSULTORIO DENTAL B E,621211,Consultorios dentales del sector privado,0 a 5 personas,66635,19,NUEVO LEON,6,Apodaca,1,Ciudad Apodaca,25.77595966,-100.265794,2019-11
CONSULTORIO DENTAL BELLAS SONRRISAS,621211,Consultorios dentales del sector privado,0 a 5 personas,66460,19,NUEVO LEON,46,San NicolÃ¡s de los Garza,1,San NicolÃ¡s de los Garza,25.74227469,-100.2917187,2019-11
CONSULTORIO DENTAL BIODENT,621211,Consultorios dentales del sector privado,0 a 5 personas,67117,19,NUEVO LEON,26,Guadalupe,1,Guadalupe,25.72401073,-100.1980024,2019-11
CONSULTORIO DENTAL BIODENT,621211,Consultorios dentales del sector privado,0 a 5 personas,64120,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.74765914,-100.3610397,2010-07
CONSULTORIO DENTAL BIODENT,621211,Consultorios dentales del sector privado,0 a 5 personas,67257,19,NUEVO LEON,31,JuÃ¡rez,1,Ciudad Benito JuÃ¡rez,25.65027766,-100.1561324,2010-07
CONSULTORIO DENTAL CASA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66035,19,NUEVO LEON,6,Apodaca,1,Ciudad Apodaca,25.77757098,-100.2659595,2019-11
CONSULTORIO DENTAL CASTILLO DE LA GARZA,621211,Consultorios dentales del sector privado,0 a 5 personas,66074,19,NUEVO LEON,21,General Escobedo,1,Ciudad General Escobedo,25.79372661,-100.3180179,2019-11
CONSULTORIO DENTAL CHRISTIAN DE LA GARZA,621211,Consultorios dentales del sector privado,0 a 5 personas,65100,19,NUEVO LEON,37,Mina,1,Mina,26.00061375,-100.5261476,2019-11
CONSULTORIO DENTAL COBA,621211,Consultorios dentales del sector privado,0 a 5 personas,64000,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.68252754,-100.3233594,2010-07
CONSULTORIO DENTAL COLINAS,621211,Consultorios dentales del sector privado,0 a 5 personas,66655,19,NUEVO LEON,41,PesquerÃ­a,337,Colinas del Aeropuerto,25.82585751,-100.1163762,2019-11
CONSULTORIO DENTAL CONFORT DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64769,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.63115002,-100.2965469,2014-12
CONSULTORIO DENTAL CSM,621211,Consultorios dentales del sector privado,0 a 5 personas,66437,19,NUEVO LEON,46,San NicolÃ¡s de los Garza,1,San NicolÃ¡s de los Garza,25.75776998,-100.2549378,2019-11
CONSULTORIO DENTAL DAVILA,621211,Consultorios dentales del sector privado,0 a 5 personas,64210,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.75708469,-100.3575748,2014-12
CONSULTORIO DENTAL DC,621211,Consultorios dentales del sector privado,0 a 5 personas,67117,19,NUEVO LEON,26,Guadalupe,1,Guadalupe,25.65838047,-100.2019877,2019-11
CONSULTORIO DENTAL DE ORTODONCIA,621211,Consultorios dentales del sector privado,0 a 5 personas,65030,19,NUEVO LEON,5,AnÃ¡huac,1,AnÃ¡huac,27.24239196,-100.1330948,2019-11
CONSULTORIO DENTAL DEL ANGEL,621211,Consultorios dentales del sector privado,0 a 5 personas,66612,19,NUEVO LEON,6,Apodaca,1,Ciudad Apodaca,25.81220099,-100.2463844,2019-11
CONSULTORIO DENTAL DEL ANGEL,621211,Consultorios dentales del sector privado,0 a 5 personas,66636,19,NUEVO LEON,6,Apodaca,1,Ciudad Apodaca,25.77445409,-100.2478005,2014-12
CONSULTORIO DENTAL DEL ANGEL,621211,Consultorios dentales del sector privado,0 a 5 personas,66055,19,NUEVO LEON,21,General Escobedo,1,Ciudad General Escobedo,25.77963691,-100.3185076,2010-07
CONSULTORIO DENTAL DEL CENTRO,621211,Consultorios dentales del sector privado,0 a 5 personas,67700,19,NUEVO LEON,33,Linares,1,Linares,24.86252511,-99.56787856,2010-07
CONSULTORIO DENTAL DENT1ST,621211,Consultorios dentales del sector privado,0 a 5 personas,67193,19,NUEVO LEON,26,Guadalupe,1,Guadalupe,25.65124357,-100.1869136,2010-07
CONSULTORIO DENTAL DENTAL CENTER,621211,Consultorios dentales del sector privado,11 a 30 personas,66220,19,NUEVO LEON,19,San Pedro Garza GarcÃ­a,1,San Pedro Garza GarcÃ­a,25.65563719,-100.3591794,2010-07
CONSULTORIO DENTAL DENTAL SANA,621211,Consultorios dentales del sector privado,0 a 5 personas,66056,19,NUEVO LEON,21,General Escobedo,1,Ciudad General Escobedo,25.78602204,-100.31616,2010-07
CONSULTORIO DENTAL DENTALIV,621211,Consultorios dentales del sector privado,0 a 5 personas,66354,19,NUEVO LEON,48,Santa Catarina,1,Ciudad Santa Catarina,25.66276474,-100.4557215,2019-11
CONSULTORIO DENTAL DENTALIZ,621211,Consultorios dentales del sector privado,0 a 5 personas,66460,19,NUEVO LEON,46,San NicolÃ¡s de los Garza,1,San NicolÃ¡s de los Garza,25.74194643,-100.2804079,2019-11
CONSULTORIO DENTAL DENTALZONE,621211,Consultorios dentales del sector privado,0 a 5 personas,66179,19,NUEVO LEON,48,Santa Catarina,1,Ciudad Santa Catarina,25.66681807,-100.4402321,2014-12
CONSULTORIO DENTAL DENTEETH,621211,Consultorios dentales del sector privado,0 a 5 personas,66350,19,NUEVO LEON,48,Santa Catarina,1,Ciudad Santa Catarina,25.68785709,-100.4444171,2019-11
CONSULTORIO DENTAL DENTES,621211,Consultorios dentales del sector privado,0 a 5 personas,66636,19,NUEVO LEON,6,Apodaca,1,Ciudad Apodaca,25.77498258,-100.2513763,2014-12
CONSULTORIO DENTAL DENTIS,621211,Consultorios dentales del sector privado,0 a 5 personas,66446,19,NUEVO LEON,46,San NicolÃ¡s de los Garza,1,San NicolÃ¡s de los Garza,25.73623143,-100.2607037,2019-11
CONSULTORIO DENTAL DENTISAN,621211,Consultorios dentales del sector privado,0 a 5 personas,67110,19,NUEVO LEON,26,Guadalupe,1,Guadalupe,25.69525073,-100.2079725,2014-12
CONSULTORIO DENTAL DENTITOS,621211,Consultorios dentales del sector privado,0 a 5 personas,64878,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.61851918,-100.264527,2010-07
CONSULTORIO DENTAL DENTKISTGA CV ODONTOLOGIA ESTETICA,621211,Consultorios dentales del sector privado,0 a 5 personas,66415,19,NUEVO LEON,6,Apodaca,1,Ciudad Apodaca,25.77906307,-100.2659013,2010-07
CONSULTORIO DENTAL DNTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66050,19,NUEVO LEON,21,General Escobedo,1,Ciudad General Escobedo,25.81024166,-100.2651532,2019-11
CONSULTORIO DENTAL DOCTOR ROBERTO MOISÃ‰S VITE VELÃZQUEZ,621211,Consultorios dentales del sector privado,0 a 5 personas,65030,19,NUEVO LEON,5,AnÃ¡huac,1,AnÃ¡huac,27.24026584,-100.1319471,2010-07
CONSULTORIO DENTAL DOCTORES RODRIGUEZ GONZALEZ,621211,Consultorios dentales del sector privado,0 a 5 personas,64550,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.68982519,-100.2901375,2019-11
CONSULTORIO DENTAL DOCTORES ROMO,621211,Consultorios dentales del sector privado,0 a 5 personas,64190,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.70701017,-100.3422588,2010-07
CONSULTORIO DENTAL DORIA DUARTE,621211,Consultorios dentales del sector privado,0 a 5 personas,66219,19,NUEVO LEON,19,San Pedro Garza GarcÃ­a,1,San Pedro Garza GarcÃ­a,25.68205489,-100.4071529,2014-12
CONSULTORIO DENTAL DR DIMAS,621211,Consultorios dentales del sector privado,0 a 5 personas,66210,19,NUEVO LEON,19,San Pedro Garza GarcÃ­a,1,San Pedro Garza GarcÃ­a,25.68101681,-100.4169535,2010-07
CONSULTORIO DENTAL DR JAVIER RAYGOZA ESPARZA,621211,Consultorios dentales del sector privado,0 a 5 personas,64700,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.66031723,-100.3012175,2010-07
CONSULTORIO DENTAL DR JUAN MANUEL TREVINO,621211,Consultorios dentales del sector privado,0 a 5 personas,64480,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.69500216,-100.3357888,2010-07
CONSULTORIO DENTAL DR MARIANA,621211,Consultorios dentales del sector privado,0 a 5 personas,64140,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.7349655,-100.3543472,2010-07
CONSULTORIO DENTAL DR ROBERTO DAVID GARZA CONTRERAS,621211,Consultorios dentales del sector privado,0 a 5 personas,66220,19,NUEVO LEON,19,San Pedro Garza GarcÃ­a,1,San Pedro Garza GarcÃ­a,25.65303312,-100.3610332,2019-11
CONSULTORIO DENTAL DR RODOLFO ALBERTO CORTES BERNAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64700,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.65582631,-100.2956913,2010-07
CONSULTORIO DENTAL DR SERGIO JORGE,621211,Consultorios dentales del sector privado,0 a 5 personas,67328,19,NUEVO LEON,49,Santiago,1,Santiago,25.37644859,-100.113239,2010-07
CONSULTORIO DENTAL DR. SIMI,621211,Consultorios dentales del sector privado,0 a 5 personas,64000,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.6708222,-100.3188932,2014-12
CONSULTORIO DENTAL DR. VELAZQUEZ,621211,Consultorios dentales del sector privado,0 a 5 personas,65565,19,NUEVO LEON,12,CiÃ©nega de Flores,1,CiÃ©nega de Flores,25.96100192,-100.1615954,2019-11
CONSULTORIO DENTAL DRA ALICIA CASTRO,621211,Consultorios dentales del sector privado,0 a 5 personas,64000,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.67933382,-100.3104232,2010-07
CONSULTORIO DENTAL DRA ELY SEPULVEDA,621211,Consultorios dentales del sector privado,0 a 5 personas,64930,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.61943024,-100.2832888,2014-12
CONSULTORIO DENTAL DRA. RUBI RODRIGUEZ,621211,Consultorios dentales del sector privado,0 a 5 personas,66437,19,NUEVO LEON,46,San NicolÃ¡s de los Garza,1,San NicolÃ¡s de los Garza,25.7497339,-100.2624212,2010-07
CONSULTORIO DENTAL EL POTOSI,621211,Consultorios dentales del sector privado,0 a 5 personas,67850,19,NUEVO LEON,17,Galeana,90,Catarino RodrÃ­guez (El PotosÃ­),24.84518412,-100.3235758,2014-12
CONSULTORIO DENTAL ESCENCIAL SPA,621211,Consultorios dentales del sector privado,0 a 5 personas,64310,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.71118911,-100.3597491,2019-11
CONSULTORIO DENTAL ESPECIALIZADO,621211,Consultorios dentales del sector privado,0 a 5 personas,66420,19,NUEVO LEON,46,San NicolÃ¡s de los Garza,1,San NicolÃ¡s de los Garza,25.76258211,-100.2799039,2014-12
CONSULTORIO DENTAL EVOLU DENT,621211,Consultorios dentales del sector privado,0 a 5 personas,67190,19,NUEVO LEON,26,Guadalupe,1,Guadalupe,25.64150214,-100.1948848,2019-11
CONSULTORIO DENTAL FABIAN,621211,Consultorios dentales del sector privado,0 a 5 personas,65760,19,NUEVO LEON,25,General Zuazua,284,Fraccionamiento Real Palmas,25.90107257,-100.1639854,2019-11
CONSULTORIO DENTAL FAMILIA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,64330,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.72435322,-100.3650751,2019-11
CONSULTORIO DENTAL FAMILIAR,621211,Consultorios dentales del sector privado,0 a 5 personas,67186,19,NUEVO LEON,26,Guadalupe,1,Guadalupe,25.65444465,-100.2101102,2010-07
CONSULTORIO DENTAL FAMILY DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,66368,19,NUEVO LEON,48,Santa Catarina,1,Ciudad Santa Catarina,25.69801092,-100.4670396,2019-11
CONSULTORIO DENTAL FIX DENT,621211,Consultorios dentales del sector privado,0 a 5 personas,67199,19,NUEVO LEON,26,Guadalupe,1,Guadalupe,25.64637222,-100.1750776,2019-11
CONSULTORIO DENTAL FLEXIDENTT,621211,Consultorios dentales del sector privado,0 a 5 personas,67193,19,NUEVO LEON,26,Guadalupe,1,Guadalupe,25.65216544,-100.1866875,2019-11
CONSULTORIO DENTAL FLORES SALINAS,621211,Consultorios dentales del sector privado,0 a 5 personas,64370,19,NUEVO LEON,39,Monterrey,1,Monterrey,25.71742888,-100.3682235,2014-12
